timestamp_iso,target_label,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,s3_x,s3_y,s3_z
2026-07-15T19:41:52.102144,M3_RZ120deg,-0.45,0.52,-0.39,-2.92,-1.49,53.25,-0.65,-0.06,-0.78
2026-07-15T19:41:52.155148,M3_RZ120deg,-0.32,0.58,-0.39,-2.6,-1.56,53.18,-0.58,0.06,-0.84
2026-07-15T19:41:52.208709,M3_RZ120deg,-0.39,0.58,-0.39,-2.79,-1.49,53.18,-0.52,0.06,-0.97
2026-07-15T19:41:52.285393,M3_RZ120deg,-0.32,0.65,-0.26,-2.86,-1.43,53.25,-0.58,0.06,-0.78
2026-07-15T19:41:52.313900,M3_RZ120deg,-0.32,0.58,-0.39,-2.66,-1.49,53.25,-0.58,0.0,-0.78
2026-07-15T19:41:52.367768,M3_RZ120deg,-0.32,0.52,-0.39,-2.79,-1.49,53.18,-0.65,0.06,-0.78
2026-07-15T19:41:52.419776,M3_RZ120deg,-0.39,0.45,-0.39,-2.86,-1.49,53.25,-0.71,0.06,-0.91
2026-07-15T19:41:52.472344,M3_RZ120deg,-0.45,0.58,-0.39,-2.86,-1.56,53.25,-0.45,0.0,-0.91
2026-07-15T19:41:52.525297,M3_RZ120deg,-0.39,0.52,-0.39,-2.73,-1.49,53.25,-0.52,0.13,-0.78
2026-07-15T19:41:52.578305,M3_RZ120deg,-0.45,0.58,-0.45,-2.73,-1.49,53.25,-0.58,-0.06,-0.91
2026-07-15T19:41:52.631297,M3_RZ120deg,-0.32,0.58,-0.26,-2.73,-1.62,53.18,-0.52,0.06,-0.91
2026-07-15T19:41:52.684090,M3_RZ120deg,-0.39,0.45,-0.45,-2.86,-1.49,53.25,-0.58,0.06,-0.84
2026-07-15T19:41:52.737776,M3_RZ120deg,-0.32,0.52,-0.45,-2.79,-1.49,53.18,-0.65,0.06,-0.78
2026-07-15T19:41:52.789774,M3_RZ120deg,-0.32,0.52,-0.45,-2.79,-1.49,53.25,-0.71,0.0,-0.78
2026-07-15T19:41:52.843399,M3_RZ120deg,-0.45,0.52,-0.39,-2.79,-1.49,53.25,-0.58,0.0,-0.91
2026-07-15T19:41:52.896433,M3_RZ120deg,-0.32,0.65,-0.39,-2.66,-1.62,53.25,-0.65,-0.13,-0.91
2026-07-15T19:41:52.949130,M3_RZ120deg,-0.32,0.65,-0.45,-2.73,-1.43,53.25,-0.58,0.06,-0.91
2026-07-15T19:41:53.001487,M3_RZ120deg,-0.32,0.52,-0.39,-2.79,-1.56,53.25,-0.58,0.0,-1.04
2026-07-15T19:41:53.054733,M3_RZ120deg,-0.45,0.52,-0.39,-2.73,-1.56,53.18,-0.65,0.19,-0.78
2026-07-15T19:41:53.107724,M3_RZ120deg,-0.32,0.58,-0.45,-2.79,-1.49,53.25,-0.52,0.06,-0.84
2026-07-15T19:41:53.160663,M3_RZ120deg,-0.32,0.71,-0.45,-2.79,-1.56,53.25,-0.71,0.0,-0.91
2026-07-15T19:41:53.212868,M3_RZ120deg,-0.39,0.58,-0.45,-2.86,-1.62,53.12,-0.65,0.06,-0.91
2026-07-15T19:41:53.290208,M3_RZ120deg,-0.45,0.52,-0.39,-2.73,-1.49,53.25,-0.58,0.06,-0.91
2026-07-15T19:41:53.319014,M3_RZ120deg,-0.32,0.45,-0.52,-2.73,-1.43,53.25,-0.65,0.06,-0.71
2026-07-15T19:41:53.371897,M3_RZ120deg,-0.45,0.52,-0.45,-2.79,-1.49,53.25,-0.58,0.06,-0.84
2026-07-15T19:41:53.425006,M3_RZ120deg,-0.39,0.58,-0.39,-2.79,-1.43,53.18,-0.58,0.13,-0.78
2026-07-15T19:41:53.478046,M3_RZ120deg,-0.26,0.45,-0.39,-2.79,-1.56,53.25,-0.58,0.0,-1.04
2026-07-15T19:41:53.531102,M3_RZ120deg,-0.39,0.58,-0.32,-2.73,-1.49,53.18,-0.58,0.06,-0.84
2026-07-15T19:41:53.583574,M3_RZ120deg,-0.45,0.52,-0.39,-2.79,-1.56,53.18,-0.45,0.06,-0.84
2026-07-15T19:41:53.636497,M3_RZ120deg,-0.32,0.45,-0.52,-2.73,-1.49,53.18,-0.65,0.06,-0.91
2026-07-15T19:41:53.689286,M3_RZ120deg,-0.39,0.58,-0.39,-2.79,-1.56,53.18,-0.58,0.06,-0.78
2026-07-15T19:41:53.742462,M3_RZ120deg,-0.32,0.65,-0.45,-2.79,-1.49,53.25,-0.65,0.13,-0.84
2026-07-15T19:41:53.794980,M3_RZ120deg,-0.32,0.52,-0.45,-2.73,-1.49,53.25,-0.52,0.0,-0.84
2026-07-15T19:41:53.847722,M3_RZ120deg,-0.32,0.52,-0.45,-2.86,-1.62,53.18,-0.65,0.13,-0.78
2026-07-15T19:41:53.900699,M3_RZ120deg,-0.39,0.52,-0.39,-2.73,-1.49,53.25,-0.58,0.06,-0.91
2026-07-15T19:41:53.953772,M3_RZ120deg,-0.39,0.52,-0.39,-2.73,-1.36,53.25,-0.65,-0.06,-0.84
2026-07-15T19:41:54.006549,M3_RZ120deg,-0.39,0.52,-0.32,-2.92,-1.56,53.25,-0.65,0.06,-0.91
2026-07-15T19:41:54.059028,M3_RZ120deg,-0.39,0.45,-0.45,-2.92,-1.56,53.18,-0.58,0.13,-0.84
