timestamp_iso,target_label,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,s3_x,s3_y,s3_z
2026-07-15T22:03:07.161128,ALL_NO_MAGNETS,0.06,-0.26,0.13,0.06,0.0,-0.06,0.26,-0.06,-0.26
2026-07-15T22:03:07.213521,ALL_NO_MAGNETS,0.19,-0.06,0.13,-0.06,-0.06,-0.06,0.19,0.0,-0.26
2026-07-15T22:03:07.266225,ALL_NO_MAGNETS,0.06,-0.13,0.13,0.0,-0.06,-0.06,0.32,0.0,-0.32
2026-07-15T22:03:07.319348,ALL_NO_MAGNETS,0.06,0.0,0.26,0.06,-0.06,-0.06,0.19,-0.06,-0.32
2026-07-15T22:03:07.392031,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.0,-0.06,0.0,0.32,0.06,-0.26
2026-07-15T22:03:07.497153,ALL_NO_MAGNETS,0.06,-0.26,0.13,0.0,-0.06,-0.06,0.13,0.0,-0.39
2026-07-15T22:03:07.497312,ALL_NO_MAGNETS,0.0,-0.13,0.13,-0.13,0.0,-0.06,0.19,-0.13,-0.26
2026-07-15T22:03:07.529801,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.0,0.0,-0.06,0.32,0.06,-0.32
2026-07-15T22:03:07.582748,ALL_NO_MAGNETS,0.19,-0.19,0.06,-0.06,-0.06,-0.06,0.39,0.0,-0.26
2026-07-15T22:03:07.635714,ALL_NO_MAGNETS,0.0,-0.13,0.19,-0.06,-0.06,0.0,0.19,0.06,-0.19
2026-07-15T22:03:07.688381,ALL_NO_MAGNETS,0.13,-0.13,0.06,0.06,0.0,-0.06,0.19,0.06,-0.26
2026-07-15T22:03:07.741287,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.0,0.0,0.06,0.19,0.06,-0.32
2026-07-15T22:03:07.794248,ALL_NO_MAGNETS,0.13,-0.26,0.13,0.0,-0.13,-0.06,0.19,0.13,-0.26
2026-07-15T22:03:07.848194,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.06,0.0,-0.06,0.26,-0.06,-0.32
2026-07-15T22:03:07.901090,ALL_NO_MAGNETS,0.06,-0.13,0.19,0.06,0.13,-0.06,0.19,0.0,-0.26
2026-07-15T22:03:07.953104,ALL_NO_MAGNETS,0.06,-0.13,0.06,-0.06,0.0,-0.06,0.19,-0.06,-0.19
2026-07-15T22:03:08.005738,ALL_NO_MAGNETS,0.06,-0.06,0.19,-0.06,0.0,-0.06,0.32,0.13,-0.32
2026-07-15T22:03:08.058756,ALL_NO_MAGNETS,0.0,-0.13,0.13,0.19,0.0,-0.06,0.19,-0.06,-0.26
2026-07-15T22:03:08.111789,ALL_NO_MAGNETS,0.0,-0.19,0.06,0.06,0.0,-0.06,0.19,0.06,-0.26
2026-07-15T22:03:08.164479,ALL_NO_MAGNETS,0.06,-0.06,0.19,0.0,0.0,-0.06,0.19,0.0,-0.19
2026-07-15T22:03:08.216844,ALL_NO_MAGNETS,0.06,-0.13,0.06,0.0,0.0,-0.06,0.19,0.06,-0.32
2026-07-15T22:03:08.270482,ALL_NO_MAGNETS,0.06,-0.06,0.19,0.06,-0.06,-0.13,0.32,-0.06,-0.26
2026-07-15T22:03:08.322649,ALL_NO_MAGNETS,0.0,-0.06,0.19,0.06,-0.13,-0.06,0.32,0.0,-0.32
2026-07-15T22:03:08.389412,ALL_NO_MAGNETS,0.13,-0.19,0.06,0.06,0.13,-0.13,0.26,0.19,-0.32
2026-07-15T22:03:08.481458,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.06,-0.13,-0.06,0.13,0.0,-0.39
2026-07-15T22:03:08.481625,ALL_NO_MAGNETS,0.0,-0.19,0.19,0.13,-0.06,-0.06,0.39,-0.13,-0.32
2026-07-15T22:03:08.534711,ALL_NO_MAGNETS,0.06,-0.19,0.06,0.13,0.0,-0.06,0.19,0.06,-0.32
2026-07-15T22:03:08.586679,ALL_NO_MAGNETS,0.13,-0.13,0.06,0.0,0.06,-0.06,0.06,-0.06,-0.32
2026-07-15T22:03:08.639544,ALL_NO_MAGNETS,0.13,-0.13,0.19,-0.06,0.0,0.0,0.19,0.0,-0.32
2026-07-15T22:03:08.692489,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.13,-0.06,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:08.746185,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.06,-0.19,-0.06,0.39,-0.06,-0.26
2026-07-15T22:03:08.798122,ALL_NO_MAGNETS,0.06,-0.19,0.06,0.0,0.0,0.0,0.26,0.0,-0.39
2026-07-15T22:03:08.852114,ALL_NO_MAGNETS,0.06,-0.06,0.19,0.06,0.0,-0.06,0.19,0.0,-0.39
2026-07-15T22:03:08.904131,ALL_NO_MAGNETS,0.13,-0.19,0.19,0.06,0.0,-0.06,0.32,-0.06,-0.32
2026-07-15T22:03:08.956754,ALL_NO_MAGNETS,0.06,-0.13,0.13,0.0,-0.13,-0.06,0.19,0.0,-0.32
2026-07-15T22:03:09.009548,ALL_NO_MAGNETS,0.0,-0.13,0.13,0.0,0.0,-0.13,0.26,0.0,-0.32
2026-07-15T22:03:09.062100,ALL_NO_MAGNETS,0.06,-0.13,0.0,0.0,0.06,0.0,0.19,0.0,-0.39
2026-07-15T22:03:09.115032,ALL_NO_MAGNETS,0.0,-0.06,0.13,0.06,0.0,-0.13,0.26,0.06,-0.26
2026-07-15T22:03:09.167986,ALL_NO_MAGNETS,0.13,-0.13,0.13,0.0,0.0,-0.06,0.26,0.0,-0.45
2026-07-15T22:03:09.220632,ALL_NO_MAGNETS,0.19,-0.26,0.06,0.06,0.0,-0.06,0.26,-0.13,-0.26
2026-07-15T22:03:09.273686,ALL_NO_MAGNETS,-0.13,-0.06,0.06,0.13,0.06,0.0,0.13,0.0,-0.19
2026-07-15T22:03:09.325948,ALL_NO_MAGNETS,0.06,-0.13,0.19,0.0,0.0,-0.06,0.26,-0.06,-0.26
2026-07-15T22:03:09.389016,ALL_NO_MAGNETS,0.13,-0.19,0.13,0.06,-0.06,-0.06,0.32,0.0,-0.32
2026-07-15T22:03:09.484197,ALL_NO_MAGNETS,0.0,-0.13,0.06,0.06,0.0,-0.06,0.26,0.0,-0.19
2026-07-15T22:03:09.484574,ALL_NO_MAGNETS,-0.06,-0.19,0.19,0.06,-0.13,-0.06,0.19,0.06,-0.39
2026-07-15T22:03:09.538100,ALL_NO_MAGNETS,0.06,-0.13,0.13,0.06,-0.06,-0.06,0.19,0.13,-0.26
2026-07-15T22:03:09.591151,ALL_NO_MAGNETS,0.19,-0.06,0.13,0.06,0.0,-0.06,0.19,0.0,-0.32
2026-07-15T22:03:09.643108,ALL_NO_MAGNETS,0.06,-0.13,0.13,-0.06,0.0,-0.06,0.19,0.13,-0.32
2026-07-15T22:03:09.695788,ALL_NO_MAGNETS,0.13,-0.19,0.13,-0.19,-0.13,0.0,0.19,-0.06,-0.26
2026-07-15T22:03:09.749188,ALL_NO_MAGNETS,0.19,-0.19,0.06,0.06,0.0,0.0,0.19,0.06,-0.19
2026-07-15T22:03:09.802294,ALL_NO_MAGNETS,0.26,-0.06,0.13,-0.13,0.06,-0.06,0.19,-0.06,-0.32
2026-07-15T22:03:09.854415,ALL_NO_MAGNETS,0.06,-0.19,0.06,0.0,0.0,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:09.907930,ALL_NO_MAGNETS,0.06,-0.06,0.13,0.13,-0.06,-0.06,0.06,-0.06,-0.19
2026-07-15T22:03:09.960579,ALL_NO_MAGNETS,0.06,-0.06,0.06,0.0,-0.06,-0.06,0.26,-0.06,-0.26
2026-07-15T22:03:10.012850,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.0,0.0,0.0,0.13,0.06,-0.26
2026-07-15T22:03:10.066190,ALL_NO_MAGNETS,-0.06,-0.06,0.13,0.13,0.06,-0.06,0.19,0.0,-0.32
2026-07-15T22:03:10.118927,ALL_NO_MAGNETS,0.06,-0.13,0.19,0.0,0.0,-0.06,0.13,-0.13,-0.26
2026-07-15T22:03:10.171876,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.13,-0.06,-0.06,0.32,0.13,-0.26
2026-07-15T22:03:10.225127,ALL_NO_MAGNETS,0.19,-0.13,0.06,0.06,-0.06,-0.06,0.19,0.0,-0.26
2026-07-15T22:03:10.276767,ALL_NO_MAGNETS,0.06,-0.19,0.19,0.13,0.0,0.0,0.26,0.0,-0.39
2026-07-15T22:03:10.329468,ALL_NO_MAGNETS,0.06,-0.19,0.13,-0.06,-0.13,-0.06,0.19,0.06,-0.19
2026-07-15T22:03:10.396430,ALL_NO_MAGNETS,0.0,-0.26,0.06,0.0,0.06,0.0,0.26,0.06,-0.32
2026-07-15T22:03:10.493169,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.0,0.0,0.0,0.19,-0.06,-0.26
2026-07-15T22:03:10.493376,ALL_NO_MAGNETS,0.0,-0.26,0.13,0.06,0.0,-0.13,0.19,0.0,-0.26
2026-07-15T22:03:10.541129,ALL_NO_MAGNETS,0.06,-0.26,0.06,0.0,0.0,-0.06,0.26,-0.06,-0.32
2026-07-15T22:03:10.593436,ALL_NO_MAGNETS,0.13,-0.13,0.19,0.06,-0.06,-0.06,0.26,-0.06,-0.26
2026-07-15T22:03:10.646283,ALL_NO_MAGNETS,0.06,-0.19,0.19,0.06,0.06,-0.06,0.26,0.06,-0.26
2026-07-15T22:03:10.699325,ALL_NO_MAGNETS,0.13,-0.06,0.13,0.06,-0.13,-0.06,0.26,-0.13,-0.26
2026-07-15T22:03:10.752379,ALL_NO_MAGNETS,0.06,-0.06,0.06,0.0,0.0,0.06,0.26,0.0,-0.19
2026-07-15T22:03:10.805487,ALL_NO_MAGNETS,0.06,-0.06,0.13,0.06,0.0,0.0,0.26,0.06,-0.26
2026-07-15T22:03:10.857583,ALL_NO_MAGNETS,0.06,0.0,0.19,-0.06,0.0,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:10.910903,ALL_NO_MAGNETS,0.0,-0.26,0.0,0.06,-0.06,-0.06,0.26,-0.06,-0.19
2026-07-15T22:03:10.963797,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.0,-0.13,-0.06,0.19,0.0,-0.39
2026-07-15T22:03:11.016332,ALL_NO_MAGNETS,0.06,-0.32,0.13,0.0,-0.06,-0.06,0.19,0.0,-0.32
2026-07-15T22:03:11.069261,ALL_NO_MAGNETS,0.13,-0.13,0.13,0.0,0.0,-0.06,0.19,-0.19,-0.32
2026-07-15T22:03:11.121892,ALL_NO_MAGNETS,0.0,-0.13,0.06,0.06,0.13,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:11.175154,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.0,-0.06,0.0,0.32,-0.06,-0.32
2026-07-15T22:03:11.227511,ALL_NO_MAGNETS,0.06,-0.06,0.13,0.13,0.0,-0.13,0.32,0.06,-0.26
2026-07-15T22:03:11.280256,ALL_NO_MAGNETS,0.19,-0.13,0.13,0.0,-0.06,-0.13,0.19,0.06,-0.26
2026-07-15T22:03:11.335509,ALL_NO_MAGNETS,0.06,-0.13,0.06,-0.06,-0.06,-0.06,0.26,0.06,-0.19
2026-07-15T22:03:11.391240,ALL_NO_MAGNETS,0.13,-0.13,0.19,0.0,0.0,0.0,0.26,0.0,-0.32
2026-07-15T22:03:11.485926,ALL_NO_MAGNETS,0.0,-0.13,0.06,0.0,0.0,0.0,0.19,0.06,-0.32
2026-07-15T22:03:11.509866,ALL_NO_MAGNETS,0.06,-0.13,0.13,0.06,0.0,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:11.543807,ALL_NO_MAGNETS,0.0,-0.13,0.19,0.0,0.0,-0.06,0.26,0.06,-0.32
2026-07-15T22:03:11.596729,ALL_NO_MAGNETS,0.19,-0.26,0.13,0.0,0.0,-0.06,0.26,0.13,-0.32
2026-07-15T22:03:11.649602,ALL_NO_MAGNETS,0.06,-0.19,0.19,0.06,-0.06,-0.13,0.32,0.0,-0.26
2026-07-15T22:03:11.702537,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.06,-0.06,0.0,0.19,0.06,-0.32
2026-07-15T22:03:11.755459,ALL_NO_MAGNETS,0.0,-0.13,0.19,0.06,0.0,-0.06,0.19,0.0,-0.32
2026-07-15T22:03:11.808738,ALL_NO_MAGNETS,0.0,-0.26,0.19,0.06,0.06,-0.06,0.26,0.0,-0.26
2026-07-15T22:03:11.861016,ALL_NO_MAGNETS,0.13,-0.13,0.06,0.06,0.06,-0.06,0.19,0.13,-0.32
2026-07-15T22:03:11.914019,ALL_NO_MAGNETS,0.06,-0.19,0.19,0.19,-0.06,0.0,0.19,0.06,-0.32
2026-07-15T22:03:11.967100,ALL_NO_MAGNETS,0.13,-0.13,0.0,-0.13,0.0,-0.06,0.26,0.0,-0.19
2026-07-15T22:03:12.020135,ALL_NO_MAGNETS,0.06,-0.06,0.19,0.13,0.0,-0.13,0.26,0.0,-0.26
2026-07-15T22:03:12.072720,ALL_NO_MAGNETS,0.06,-0.06,0.19,0.0,-0.06,-0.13,0.26,0.06,-0.32
2026-07-15T22:03:12.125510,ALL_NO_MAGNETS,0.06,-0.19,0.13,0.06,-0.06,-0.06,0.26,-0.06,-0.26
2026-07-15T22:03:12.178159,ALL_NO_MAGNETS,0.06,-0.19,0.06,-0.06,-0.06,0.0,0.26,0.06,-0.32
2026-07-15T22:03:12.231344,ALL_NO_MAGNETS,0.13,-0.13,0.06,0.0,-0.06,-0.06,0.26,0.0,-0.39
2026-07-15T22:03:12.284283,ALL_NO_MAGNETS,0.13,-0.26,0.13,0.06,0.06,-0.06,0.19,0.0,-0.39
